ID,Subject,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,cheating,G1,G2,G3,G4,G3_dif,G4_dif
203961,Por,MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4.0,2,2,1.0,4.0,5,2,no,9,7,8,satisfactory,7.5,unsatisfactory
204119,Math,GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4.0,4,4,2.0,4.0,2,0,no,10,10,10,satisfactory,10.0,satisfactory
204321,Math,GP,M,17,R,LE3,T,1,1,other,services,course,mother,4,2,3,no,no,no,yes,yes,no,no,yes,5.0,3,5,1.0,5.0,5,0,no,5,8,7,unsatisfactory,4.0,unsatisfactory
204777,Por,GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4.0,3,3,1.0,2.0,4,6,no,11,12,13,satisfactory,11.5,satisfactory
204972,Por,MS,M,18,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5.0,3,3,2.0,3.0,5,2,no,9,7,9,satisfactory,7.5,unsatisfactory
205046,Por,GP,F,16,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1.0,2,2,1.0,2.0,1,8,no,14,15,16,good,14.0,good
205417,Math,GP,M,17,U,GT3,T,3,2,services,services,course,mother,1,1,3,no,yes,no,yes,yes,yes,yes,no,5.0,5,5,2.0,4.0,5,16,no,6,5,5,unsatisfactory,0,unsatisfactory
205513,Por,GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5.0,2,4,1.0,2.0,4,2,no,16,16,16,good,15.5,good
206437,Math,GP,M,16,R,GT3,T,2,2,at_home,other,course,mother,3,1,0,no,no,no,no,no,yes,no,no,4.0,2,2,1.0,2.0,3,2,yes,17,15,15,good,9.5,satisfactory
206910,Math,GP,M,17,U,GT3,T,3,3,services,services,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,4,2.0,3.0,4,12,no,12,12,11,satisfactory,8.0,satisfactory
207086,Por,GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,2,2,1.0,2.0,5,2,no,14,12,13,satisfactory,12.5,satisfactory
207129,Math,GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,3,1.0,1.0,4,4,no,9,10,10,satisfactory,9.0,satisfactory
208622,Por,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3.0,4,3,2.0,3.0,5,0,no,17,18,17,good,17.0,good
209805,Por,MS,F,18,U,GT3,T,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3.0,4,4,2.0,2.0,5,3,no,7,8,7,unsatisfactory,4.25,unsatisfactory
210321,Por,MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4.0,5,4,2.0,3.0,3,4,no,8,9,10,satisfactory,8.0,satisfactory
212614,Math,GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,1.0,4,3,1.0,3.0,3,18,no,12,10,10,satisfactory,4.5,unsatisfactory
213100,Por,MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4.0,4,3,2.0,2.0,5,4,no,7,9,10,satisfactory,9.0,satisfactory
214651,Por,GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5.0,3,3,1.0,1.0,5,0,yes,12,12,13,satisfactory,8.0,satisfactory
215976,Math,GP,F,16,U,GT3,T,2,3,other,other,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,no,4.0,4,3,1.0,3.0,4,6,no,8,10,10,satisfactory,8.5,satisfactory
217352,Por,GP,M,16,U,LE3,A,4,4,teacher,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4.0,1,3,3.0,5.0,5,6,no,9,9,10,satisfactory,8.5,satisfactory
217993,Por,GP,F,16,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5.0,4,5,1.0,1.0,4,2,no,15,15,14,good,13.5,satisfactory
218048,Math,GP,M,18,R,GT3,T,2,2,services,other,reputation,mother,1,1,2,no,yes,no,yes,yes,yes,yes,no,3.0,3,3,1.0,2.0,4,0,no,7,4,0,unsatisfactory,0,unsatisfactory
218194,Por,GP,F,16,U,GT3,T,2,3,services,services,course,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4.0,3,3,1.0,1.0,2,6,no,12,12,13,satisfactory,11.5,satisfactory
220742,Por,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4.0,4,3,1.0,3.0,4,0,no,11,12,13,satisfactory,13.0,satisfactory
221541,Por,MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4.0,1,3,1.0,1.0,4,0,yes,14,16,16,good,11.0,satisfactory
221759,Math,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2.0,4,4,1.0,1.0,4,15,no,9,8,8,satisfactory,3.25,unsatisfactory
222617,Math,GP,F,17,U,GT3,T,2,3,at_home,other,home,futher,2,1,0,no,yes,yes,no,yes,yes,no,no,3.0,3,3,1.0,4.0,3,3,no,7,7,8,satisfactory,7.25,unsatisfactory
223229,Por,GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3.0,1,2,1.0,3.0,2,2,no,15,15,15,good,14.5,good
224690,Por,GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,0,no,yes,no,no,no,yes,yes,no,1.0,3,3,1.0,3.0,3,0,no,10,11,11,satisfactory,11.0,satisfactory
226770,Por,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,3,2,2.0,3.0,2,0,no,12,13,15,good,15.0,good
226976,Por,GP,F,16,U,GT3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5.0,4,4,1.0,1.0,5,0,no,12,11,11,satisfactory,11.0,satisfactory
227945,Math,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4.0,3,3,1.0,1.0,3,6,no,13,12,12,satisfactory,10.5,satisfactory
229029,Por,GP,F,16,U,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5.0,3,5,1.0,2.0,5,4,no,12,11,11,satisfactory,10.0,satisfactory
230191,Math,GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4.0,3,4,1.0,3.0,3,4,no,11,12,11,satisfactory,9.0,satisfactory
230952,Por,GP,F,16,U,GT3,T,1,3,at_home,services,home,mother,1,2,0,no,no,no,yes,no,yes,yes,yes,4.0,3,5,1.0,1.0,3,0,no,14,13,13,satisfactory,13.0,satisfactory
232794,Por,GP,M,16,U,GT3,T,3,2,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5.0,4,3,1.0,1.0,5,4,no,12,12,12,satisfactory,11.0,satisfactory
234486,Por,MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4.0,4,4,2.0,2.0,4,2,no,14,14,14,good,13.5,satisfactory
234975,Por,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0,no,yes,no,no,yes,yes,no,no,4.0,3,2,1.0,2.0,5,0,yes,11,13,13,satisfactory,8.0,satisfactory
235285,Math,GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,yes,yes,no,yes,yes,yes,3.0,2,2,1.0,3.0,3,2,no,10,12,12,satisfactory,11.5,satisfactory
236540,Math,GP,m,15,U,LE3,T,2,2,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,4,1.0,1.0,4,6,yes,11,13,14,good,7.5,unsatisfactory
237125,Por,MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,4.0,1,1,1.0,1.0,4,0,no,11,11,12,satisfactory,12.0,satisfactory
239545,Math,GP,F,16,U,GT3,T,4,4,services,services,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3.0,2,3,1.0,2.0,2,6,no,13,14,14,good,12.5,satisfactory
239902,Por,GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3.0,2,3,1.0,2.0,1,0,no,14,14,14,good,14.0,good
240172,Por,GP,F,17,U,GT3,T,1,1,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4.0,3,2,1.0,1.0,4,10,yes,10,9,10,satisfactory,2.5,unsatisfactory
241388,Por,GP,F,16,U,GT3,T,1,1,services,services,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,yes,5.0,5,5,5.0,5.0,5,0,no,10,10,16,good,16.0,good
242675,Por,GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4.0,4,3,1.0,3.0,5,0,yes,14,15,15,good,10.0,satisfactory
243016,Por,GP,M,16,R,LE3,T,3,3,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3.0,3,4,3.0,5.0,3,16,yes,10,11,12,satisfactory,3.0,unsatisfactory
243472,Math,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4.0,4,4,1.0,1.0,4,0,no,10,9,0,unsatisfactory,0.0,unsatisfactory
244302,Math,GP,M,16,U,GT3,T,2,2,other,other,course,father,1,2,0,no,no,no,no,yes,no,yes,no,4.0,3,5,2.0,4.0,4,4,no,10,10,10,satisfactory,9.0,satisfactory
244339,Por,MS,F,16,R,GT3,T,2,3,at-home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4.0,5,2,1.0,2.0,5,0,no,16,17,17,good,17.0,good
245817,Math,GP,F,15,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,3,3,1.0,1.0,5,2,no,11,13,13,satisfactory,12.5,satisfactory
246451,Por,MS,M,19,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4.0,4,3,3.0,4.0,4,2,no,9,9,10,satisfactory,7.5,unsatisfactory
246490,Por,MS,F,17,R,LE3,A,3,1,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,4.0,2,3,2.0,2.0,3,5,no,8,7,8,satisfactory,6.75,unsatisfactory
247347,Math,GP,M,16,U,GT3,T,3,4,other,other,course,father,3,1,2,no,yes,no,yes,no,yes,yes,no,3.0,4,5,2.0,4.0,2,0,yes,6,5,0,unsatisfactory,0,unsatisfactory
247984,Por,GP,M,17,R,GT3,T,1,2,at-home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3.0,5,2,2.0,2.0,1,2,no,16,17,18,excellent,17.5,good
248594,Math,MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4.0,5,5,1.0,3.0,2,4,no,13,11,11,satisfactory,10.0,satisfactory
249095,Math,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4.0,3,3,1.0,3.0,5,8,no,3,5,5,unsatisfactory,2.0,unsatisfactory
249117,Por,GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,3,3,1.0,3.0,5,8,yes,10,9,10,satisfactory,3.0,unsatisfactory
250001,Por,GP,F,19,U,GT3,T,0,1,at_home,other,course,other,1,2,2,no,yes,no,no,no,no,no,no,3.0,4,2,1.0,1.0,5,0,no,9,10,11,satisfactory,9.0,satisfactory
250413,Math,MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4.0,1,3,1.0,2.0,1,0,no,15,15,15,good,15.0,good
251237,Math,GP,F,15,U,LE3,T,1,1,at_home,other,other,mother,1,2,3,yes,no,yes,no,yes,yes,yes,no,4.0,3,2,2.0,3.0,3,10,yes,7,8,10,satisfactory,0,unsatisfactory
251247,Por,GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4.0,3,3,2.0,2.0,5,4,yes,11,12,13,satisfactory,7.0,unsatisfactory
252596,Por,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,no,yes,yes,yes,yes,no,4.0,3,3,1.0,2.0,3,4,no,12,12,12,satisfactory,11.0,satisfactory
253221,Por,GP,F,17,U,GT3,A,3,3,health,other,reputation,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,3.0,3,3,1.0,3.0,3,10,no,12,13,14,good,11.5,satisfactory
253451,Math,GP,F,17,U,GT3,T,1,1,other,other,course,mother,1,2,0,no,yes,yes,no,no,yes,no,no,4.0,4,4,1.0,3.0,1,4,no,9,9,10,satisfactory,9.0,satisfactory
254236,Por,GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4.0,3,3,1.0,1.0,3,0,no,16,16,16,good,16.0,good
255504,Por,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4.0,5,5,2.0,4.0,5,0,no,11,11,12,satisfactory,12.0,satisfactory
255520,Por,GP,F,16,U,GT3,A,2,1,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5.0,3,4,1.0,1.0,2,2,no,12,13,12,satisfactory,11.5,satisfactory
257390,Math,GP,F,15,U,GT3,A,3,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4.0,3,3,1.0,1.0,4,10,yes,10,11,11,satisfactory,3.5,unsatisfactory
258334,Por,GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5.0,4,5,1.0,3.0,5,10,no,10,9,8,satisfactory,2.5,unsatisfactory
259489,Por,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4.0,2,4,1.0,3.0,2,0,no,14,15,15,good,15.0,good
260711,Por,GP,F,18,R,GT3,T,1,1,at_home,other,course,mother,3,1,3,no,yes,no,yes,no,yes,no,no,5.0,2,5,1.0,5.0,4,6,no,11,10,11,satisfactory,6.5,unsatisfactory
263901,Por,GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2.0,4,4,1.0,1.0,4,2,no,14,12,13,satisfactory,11.5,satisfactory
264657,Por,GP,M,19,U,GT3,T,4,2,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5.0,4,4,1.0,1.0,1,9,no,11,10,10,satisfactory,7.75,unsatisfactory
265913,Math,GP,F,15,U,LE3,A,4,3,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,5.0,2,2,1.0,1.0,5,8,no,8,8,6,unsatisfactory,4.0,unsatisfactory
266394,Math,GP,F,17,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,yes,no,5.0,3,3,1.0,1.0,3,4,no,5,5,6,unsatisfactory,5.0,unsatisfactory
266712,Math,GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5.0,3,2,1.0,2.0,5,0,no,13,12,12,satisfactory,12.0,satisfactory
266880,Por,GP,F,16,U,LE3,A,3,3,other,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2.0,3,5,1.0,4.0,3,6,no,13,12,13,satisfactory,11.5,satisfactory
267552,Por,GP,F,16,U,GT3,T,4,4,health,health,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4.0,4,2,1.0,1.0,3,0,no,16,16,17,good,17.0,good
268004,Por,GP,F,18,U,GT3,T,3,3,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,1,4,1.0,1.0,3,8,no,11,12,14,good,12.0,satisfactory
269144,Math,MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4.0,4,3,1.0,1.0,3,2,no,11,11,10,satisfactory,9.5,satisfactory
272733,Por,MS,F,16,U,GT3,T,1,3,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4.0,3,3,1.0,3.0,5,11,no,10,11,11,satisfactory,8.25,satisfactory
272851,Por,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4.0,2,5,3.0,4.0,5,2,yes,8,9,11,satisfactory,5.5,unsatisfactory
275284,Por,MS,F,17,U,GT3,T,4,3,teacher,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5.0,5,4,1.0,1.0,1,0,no,6,9,11,satisfactory,11.0,satisfactory
275654,Math,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4.0,4,5,2.0,4.0,5,0,no,6,8,8,satisfactory,7.0,unsatisfactory
276387,Por,GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5.0,3,1,1.0,4.0,5,2,no,11,11,12,satisfactory,11.5,satisfactory
277858,Math,GP,F,15,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,4,2,1.0,2.0,5,0,no,8,11,11,satisfactory,11.0,satisfactory
278805,Math,GP,F,16,U,GT3,T,2,2,services,other,reputation,mother,2,2,0,no,no,yes,yes,no,yes,yes,no,3.0,4,4,1.0,4.0,5,2,yes,13,13,11,satisfactory,5.5,unsatisfactory
278808,Por,GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0,no,no,no,no,no,yes,no,yes,1.0,3,2,2.0,3.0,1,24,yes,9,8,9,satisfactory,0,unsatisfactory
279238,Por,MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4.0,3,3,2.0,2.0,1,5,no,9,11,11,satisfactory,9.75,satisfactory
279488,Por,GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5.0,3,3,1.0,1.0,4,4,no,8,8,8,satisfactory,7.0,unsatisfactory
280193,Math,GP,F,16,U,GT3,T,3,3,other,other,home,father,1,2,0,no,yes,yes,no,yes,yes,no,no,4.0,3,2,1.0,2.0,5,4,no,6,10,10,satisfactory,9.0,satisfactory
280304,Por,MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4.0,3,4,1.0,1.0,1,4,no,15,15,16,good,15.0,good
280327,Math,GP,F,16,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3.0,2,1,1.0,4.0,5,16,no,12,11,11,satisfactory,7.0,unsatisfactory
281702,Por,MS,F,16,U,GT3,T,2,2,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4.0,4,3,1.0,4.0,3,1,yes,9,10,10,satisfactory,3.75,unsatisfactory
283207,Por,GP,M,18,U,GT3,T,2,2,other,at_home,course,other,1,1,1,no,yes,no,yes,no,no,yes,yes,4.0,4,3,2.0,2.0,1,26,no,7,8,8,satisfactory,0.5,unsatisfactory
283644,Por,GP,M,16,U,GT3,T,1,0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4.0,3,2,1.0,1.0,3,0,no,16,17,18,excellent,18.0,excellent
284264,Por,GP,M,18,U,GT3,T,1,2,at_home,other,home,other,2,1,0,no,no,no,no,no,no,yes,no,3.0,4,4,2.0,4.0,4,10,no,10,10,11,satisfactory,8.5,satisfactory
285793,Math,GP,F,15,R,GT3,T,3,4,services,teacher,course,father,2,3,2,no,yes,no,no,yes,yes,yes,yes,4.0,2,2,2.0,2.0,5,0,no,12,0,0,unsatisfactory,0,unsatisfactory
286653,Math,GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5.0,4,4,3.0,4.0,5,2,no,9,9,10,satisfactory,9.5,satisfactory
288828,Por,MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3.0,3,2,1.0,2.0,3,2,no,14,13,14,good,13.5,satisfactory
289869,Math,MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3.0,2,2,1.0,1.0,3,4,no,7,7,9,satisfactory,6.0,unsatisfactory
292141,Math,GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,1,no,yes,no,yes,no,yes,yes,yes,3.0,3,3,1.0,2.0,3,25,no,7,10,11,satisfactory,3.75,unsatisfactory
292475,Math,GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,4.0,3,3,2.0,4.0,5,54,yes,11,12,11,satisfactory,0,unsatisfactory
294347,Math,GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,no,yes,no,yes,yes,no,5.0,3,3,1.0,1.0,5,4,no,10,13,14,good,13.0,satisfactory
294628,Math,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4.0,3,3,1.0,2.0,3,4,yes,11,10,10,satisfactory,4.0,unsatisfactory
296280,Por,MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3.0,4,3,1.0,1.0,3,8,yes,10,11,12,satisfactory,5.0,unsatisfactory
297655,Por,GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4.0,4,5,2.0,4.0,5,8,no,7,8,7,unsatisfactory,5.0,unsatisfactory
297778,Por,GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4.0,3,3,1.0,1.0,3,0,no,13,13,14,good,14.0,good
298346,Por,GP,M,17,R,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3.0,1,3,1.0,5.0,3,6,no,9,9,10,satisfactory,8.5,satisfactory
298547,Math,GP,M,18,U,GT3,T,4,4,teacher,services,home,father,1,2,1,no,yes,no,yes,yes,yes,yes,no,4.0,3,3,2.0,2.0,2,0,no,10,10,0,unsatisfactory,0,unsatisfactory
299441,Math,GP,M,15,U,LE3,A,3,2,services,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4.0,2,2,1.0,1.0,1,0,no,16,18,19,excellent,19.0,excellent
301179,Por,GP,F,17,U,GT3,T,3,2,other,other,course,father,1,2,0,no,no,no,yes,yes,yes,no,no,5.0,4,2,1.0,1.0,3,4,no,14,14,15,good,14.0,good
302695,Por,GP,F,16,U,LE3,T,1,2,other,services,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4.0,4,3,1.0,1.0,1,0,no,13,13,10,satisfactory,10.0,satisfactory
303154,Por,MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5.0,5,5,1.0,3.0,5,11,no,9,11,10,satisfactory,7.25,unsatisfactory
303718,Math,GP,M,16,U,GT3,T,3,2,services,services,course,mother,2,1,1,no,yes,no,yes,no,no,no,no,4.0,5,2,1.0,1.0,2,16,no,12,11,12,satisfactory,7.0,unsatisfactory
303790,Math,MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5.0,2,3,1.0,2.0,4,0,no,11,10,10,satisfactory,10.0,satisfactory
304732,Por,GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,yes,3.0,3,2,2.0,1.0,5,16,no,9,9,8,satisfactory,4.0,unsatisfactory
305355,Por,MS,F,16,U,LE3,T,4,4,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5.0,1,3,1.0,2.0,5,1,no,11,11,11,satisfactory,10.75,satisfactory
306445,Por,GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5.0,3,2,1.0,1.0,3,2,no,10,11,12,satisfactory,11.5,satisfactory
307662,Por,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4.0,2,1,1.0,2.0,2,0,no,13,14,14,good,14.0,good
308590,Math,GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4.0,2,4,1.0,3.0,2,6,no,15,14,14,good,12.5,satisfactory
311318,Math,GP,F,19,U,GT3,T,3,3,other,other,reputation,other,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,3,1.0,2.0,3,10,no,8,8,8,satisfactory,5.5,unsatisfactory
315071,Math,GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3.0,1,2,1.0,1.0,3,6,yes,18,18,18,excellent,11.5,satisfactory
316643,Math,MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3.0,3,4,2.0,4.0,3,4,yes,10,10,10,satisfactory,4.0,unsatisfactory
317860,Por,GP,F,18,U,GT3,T,3,3,other,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4.0,1,1,1.0,1.0,3,14,no,8,7,7,unsatisfactory,2.5,unsatisfactory
319522,Math,GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,4.0,3,2,1.0,1.0,1,0,no,14,15,15,good,15.0,good
320690,Por,MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1.0,2,4,2.0,2.0,1,8,no,9,10,10,satisfactory,8.0,satisfactory
321317,Por,GP,F,16,U,GT3,A,2,2,other,other,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,3.0,3,4,1.0,1.0,4,0,no,13,13,13,satisfactory,13.0,satisfactory
323407,Por,MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5.0,3,5,1.0,4.0,5,1,no,10,11,12,satisfactory,11.75,satisfactory
324221,Por,GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3.0,2,3,1.0,2.0,3,0,no,14,12,12,satisfactory,12.0,satisfactory
324422,Por,MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,4.0,3,3,2.0,3.0,3,3,no,9,10,10,satisfactory,9.25,satisfactory
